zipcode,number_of_customers,Percentage
61073,17,0.00
61115,17,0.00
61614,17,0.00
97703,17,0.00
98233,17,0.00
98372,17,0.00
98447,17,0.00
64145,17,0.00
65251,17,0.00
67230,17,0.00
70062,17,0.00
70068,17,0.00
70461,17,0.00
70471,17,0.00
70541,17,0.00
70601,17,0.00
70818,17,0.00
72113,17,0.00
73117,17,0.00
73134,17,0.00
73142,17,0.00
74804,17,0.00
75042,17,0.00
75088,17,0.00
75503,17,0.00
76034,17,0.00
76155,17,0.00
77375,17,0.00
78028,17,0.00
78253,17,0.00
78520,17,0.00
78628,17,0.00
79602,17,0.00
79761,17,0.00
80538,17,0.00
83209,17,0.00
83605,17,0.00
83616,17,0.00
84005,17,0.00
84074,17,0.00
85051,17,0.00
85054,17,0.00
85721,17,0.00
87124,17,0.00
88061,17,0.00
88310,17,0.00
89107,17,0.00
89149,17,0.00
91008,17,0.00
91351,17,0.00
91914,17,0.00
92040,17,0.00
92116,17,0.00
92376,17,0.00
95030,17,0.00
95490,17,0.00
95603,17,0.00
95827,17,0.00
95838,17,0.00
97210,17,0.00
97211,17,0.00
97214,17,0.00
97338,17,0.00
64106,16,0.00
66202,16,0.00
66211,16,0.00
66216,16,0.00
68164,16,0.00
72764,16,0.00
72865,16,0.00
73521,16,0.00
75048,16,0.00
76014,16,0.00
76017,16,0.00
76040,16,0.00
76801,16,0.00
76901,16,0.00
77069,16,0.00
77304,16,0.00
78757,16,0.00
79072,16,0.00
79703,16,0.00
80108,16,0.00
80205,16,0.00
80212,16,0.00
80601,16,0.00
83647,16,0.00
83814,16,0.00
83815,16,0.00
84081,16,0.00
85014,16,0.00
85021,16,0.00
85746,16,0.00
86305,16,0.00
91207,16,0.00
91390,16,0.00
92102,16,0.00
92243,16,0.00
93041,16,0.00
95815,16,0.00
95841,16,0.00
30223,16,0.00
30252,16,0.00
31021,16,0.00
32034,16,0.00
32080,16,0.00
32162,16,0.00
32444,16,0.00
32757,16,0.00
33140,16,0.00
33149,16,0.00
33198,16,0.00
33311,16,0.00
33442,16,0.00
33445,16,0.00
33629,16,0.00
33713,16,0.00
33896,16,0.00
33948,16,0.00
34608,16,0.00
34994,16,0.00
35243,16,0.00
37403,16,0.00
37664,16,0.00
37814,16,0.00
38002,16,0.00
39501,16,0.00
39762,16,0.00
44601,16,0.00
44663,16,0.00
44720,16,0.00
45224,16,0.00
45245,16,0.00
46526,16,0.00
46582,16,0.00
47802,16,0.00
48009,16,0.00
48017,16,0.00
48025,16,0.00
48162,16,0.00
48165,16,0.00
48178,16,0.00
48838,16,0.00
49224,16,0.00
49601,16,0.00
49862,16,0.00
50111,16,0.00
53203,16,0.00
54935,16,0.00
55304,16,0.00
55406,16,0.00
57301,16,0.00
58501,16,0.00
59401,16,0.00
60143,16,0.00
60439,16,0.00
60491,16,0.00
61109,16,0.00
01013,16,0.00
01536,16,0.00
02053,16,0.00
02468,16,0.00
02649,16,0.00
03076,16,0.00
03086,16,0.00
05495,16,0.00
05851,16,0.00
06416,16,0.00
06443,16,0.00
06605,16,0.00
06704,16,0.00
07004,16,0.00
07066,16,0.00
07205,16,0.00
07755,16,0.00
07860,16,0.00
07981,16,0.00
08037,16,0.00
08205,16,0.00
08805,16,0.00
10037,16,0.00
10472,16,0.00
11692,16,0.00
11703,16,0.00
12204,16,0.00
14209,16,0.00
14213,16,0.00
14304,16,0.00
14701,16,0.00
16046,16,0.00
16214,16,0.00
16508,16,0.00
17517,16,0.00
17745,16,0.00
18102,16,0.00
18612,16,0.00
19019,16,0.00
19034,16,0.00
19311,16,0.00
19320,16,0.00
19348,16,0.00
20112,16,0.00
20169,16,0.00
20619,16,0.00
20716,16,0.00
20895,16,0.00
21050,16,0.00
21221,16,0.00
23608,16,0.00
24153,16,0.00
24515,16,0.00
27310,16,0.00
27539,16,0.00
28075,16,0.00
28205,16,0.00
28461,16,0.00
28741,16,0.00
29566,16,0.00
98077,16,0.00
98506,16,0.00
98685,16,0.00
98686,16,0.00
98902,16,0.00
99005,16,0.00
99031,16,0.00
98015,15,0.00
98148,15,0.00
98223,15,0.00
98312,15,0.00
99206,15,0.00
99217,15,0.00
99507,15,0.00
29651,15,0.00
29841,15,0.00
29902,15,0.00
30013,15,0.00
30019,15,0.00
30102,15,0.00
30180,15,0.00
30214,15,0.00
30344,15,0.00
30720,15,0.00
32081,15,0.00
32812,15,0.00
33012,15,0.00
33013,15,0.00
33060,15,0.00
33135,15,0.00
33185,15,0.00
33461,15,0.00
33702,15,0.00
33772,15,0.00
33809,15,0.00
33881,15,0.00
34205,15,0.00
34236,15,0.00
34639,15,0.00
34685,15,0.00
35824,15,0.00
36507,15,0.00
36769,15,0.00
36801,15,0.00
37312,15,0.00
37343,15,0.00
37660,15,0.00
38053,15,0.00
38677,15,0.00
40059,15,0.00
40324,15,0.00
40356,15,0.00
43040,15,0.00
43512,15,0.00
44017,15,0.00
44113,15,0.00
44144,15,0.00
44272,15,0.00
44310,15,0.00
45240,15,0.00
45432,15,0.00
45503,15,0.00
45631,15,0.00
45780,15,0.00
45822,15,0.00
46228,15,0.00
46544,15,0.00
46805,15,0.00
46845,15,0.00
47805,15,0.00
49202,15,0.00
49509,15,0.00
49701,15,0.00
50011,15,0.00
50588,15,0.00
53012,15,0.00
53037,15,0.00
53219,15,0.00
55102,15,0.00
55350,15,0.00
55445,15,0.00
56401,15,0.00
59405,15,0.00
60103,15,0.00
60107,15,0.00
60108,15,0.00
60154,15,0.00
60304,15,0.00
60514,15,0.00
62034,15,0.00
62702,15,0.00
62864,15,0.00
63114,15,0.00
63129,15,0.00
65301,15,0.00
67218,15,0.00
68133,15,0.00
70663,15,0.00
71457,15,0.00
72916,15,0.00
75089,15,0.00
75209,15,0.00
75801,15,0.00
76131,15,0.00
76226,15,0.00
76543,15,0.00
76544,15,0.00
77441,15,0.00
77554,15,0.00
77581,15,0.00
77843,15,0.00
79065,15,0.00
80011,15,0.00
80916,15,0.00
81501,15,0.00
82435,15,0.00
83202,15,0.00
83687,15,0.00
84532,15,0.00
85018,15,0.00
85028,15,0.00
85040,15,0.00
85305,15,0.00
86429,15,0.00
87501,15,0.00
89031,15,0.00
89120,15,0.00
89408,15,0.00
89501,15,0.00
90716,15,0.00
91020,15,0.00
91126,15,0.00
91384,15,0.00
92570,15,0.00
93230,15,0.00
93420,15,0.00
93458,15,0.00
93635,15,0.00
93907,15,0.00
94129,15,0.00
94561,15,0.00
94574,15,0.00
95065,15,0.00
95368,15,0.00
95662,15,0.00
95746,15,0.00
97058,15,0.00
97365,15,0.00
97601,15,0.00
01460,15,0.00
01832,15,0.00
01904,15,0.00
02126,15,0.00
02302,15,0.00
02343,15,0.00
02351,15,0.00
02462,15,0.00
02554,15,0.00
02748,15,0.00
02852,15,0.00
03860,15,0.00
04062,15,0.00
04106,15,0.00
05408,15,0.00
05663,15,0.00
06096,15,0.00
07034,15,0.00
07092,15,0.00
07105,15,0.00
07446,15,0.00
07753,15,0.00
07825,15,0.00
08050,15,0.00
08055,15,0.00
08075,15,0.00
08088,15,0.00
08690,15,0.00
08691,15,0.00
08721,15,0.00
11752,15,0.00
11967,15,0.00
12148,15,0.00
12534,15,0.00
14086,15,0.00
14092,15,0.00
14207,15,0.00
14220,15,0.00
15236,15,0.00
16001,15,0.00
17356,15,0.00
18944,15,0.00
19009,15,0.00
19025,15,0.00
19044,15,0.00
19072,15,0.00
19444,15,0.00
19804,15,0.00
20653,15,0.00
20737,15,0.00
20744,15,0.00
20759,15,0.00
21009,15,0.00
21157,15,0.00
21214,15,0.00
21613,15,0.00
23831,15,0.00
23851,15,0.00
23909,15,0.00
27360,15,0.00
27413,15,0.00
27545,15,0.00
28081,15,0.00
28212,15,0.00
28358,15,0.00
28778,15,0.00
29170,15,0.00
01746,14,0.00
01835,14,0.00
01930,14,0.00
02767,14,0.00
03842,14,0.00
04005,14,0.00
04462,14,0.00
07114,14,0.00
08033,14,0.00
08742,14,0.00
08846,14,0.00
10034,14,0.00
10465,14,0.00
10469,14,0.00
10528,14,0.00
10570,14,0.00
11694,14,0.00
11740,14,0.00
11742,14,0.00
12211,14,0.00
12528,14,0.00
12962,14,0.00
13021,14,0.00
14052,14,0.00
14612,14,0.00
14750,14,0.00
15132,14,0.00
15215,14,0.00
16546,14,0.00
16933,14,0.00
17315,14,0.00
17408,14,0.00
18109,14,0.00
18201,14,0.00
18508,14,0.00
18701,14,0.00
19958,14,0.00
19975,14,0.00
20018,14,0.00
20772,14,0.00
20781,14,0.00
21037,14,0.00
21163,14,0.00
21220,14,0.00
22602,14,0.00
23113,14,0.00
23236,14,0.00
23284,14,0.00
23507,14,0.00
25401,14,0.00
27540,14,0.00
27948,14,0.00
27959,14,0.00
28208,14,0.00
28223,14,0.00
28374,14,0.00
28376,14,0.00
28412,14,0.00
29410,14,0.00
29621,14,0.00
29670,14,0.00
29680,14,0.00
30083,14,0.00
30126,14,0.00
30602,14,0.00
30736,14,0.00
30906,14,0.00
32095,14,0.00
32118,14,0.00
32526,14,0.00
32566,14,0.00
33032,14,0.00
33315,14,0.00
33801,14,0.00
33870,14,0.00
34233,14,0.00
34275,14,0.00
34293,14,0.00
34472,14,0.00
34480,14,0.00
34601,14,0.00
34684,14,0.00
34788,14,0.00
35906,14,0.00
36330,14,0.00
37167,14,0.00
37745,14,0.00
37804,14,0.00
38261,14,0.00
38372,14,0.00
39301,14,0.00
40214,14,0.00
40216,14,0.00
43130,14,0.00
43528,14,0.00
43617,14,0.00
43950,14,0.00
44121,14,0.00
44202,14,0.00
44256,14,0.00
46131,14,0.00
46142,14,0.00
47240,14,0.00
48313,14,0.00
48507,14,0.00
49120,14,0.00
49464,14,0.00
49770,14,0.00
53072,14,0.00
53143,14,0.00
53209,14,0.00
54301,14,0.00
55106,14,0.00
55418,14,0.00
55419,14,0.00
57007,14,0.00
57783,14,0.00
58854,14,0.00
60084,14,0.00
60402,14,0.00
60406,14,0.00
60448,14,0.00
60631,14,0.00
60712,14,0.00
62056,14,0.00
62221,14,0.00
62629,14,0.00
98332,14,0.00
98367,14,0.00
98422,14,0.00
99350,14,0.00
63104,14,0.00
63143,14,0.00
64067,14,0.00
64804,14,0.00
65473,14,0.00
65584,14,0.00
67228,14,0.00
68460,14,0.00
68507,14,0.00
68588,14,0.00
72116,14,0.00
73135,14,0.00
73162,14,0.00
74008,14,0.00
74017,14,0.00
76086,14,0.00
76126,14,0.00
76135,14,0.00
77044,14,0.00
77099,14,0.00
78501,14,0.00
78737,14,0.00
79119,14,0.00
79906,14,0.00
79924,14,0.00
80534,14,0.00
80620,14,0.00
81301,14,0.00
83714,14,0.00
84663,14,0.00
85253,14,0.00
85331,14,0.00
87401,14,0.00
90011,14,0.00
90043,14,0.00
90077,14,0.00
90639,14,0.00
91042,14,0.00
92106,14,0.00
92240,14,0.00
92264,14,0.00
92284,14,0.00
92543,14,0.00
92590,14,0.00
93301,14,0.00
93307,14,0.00
93923,14,0.00
94613,14,0.00
95023,14,0.00
95073,14,0.00
95240,14,0.00
95307,14,0.00
97212,14,0.00
97303,14,0.00
63755,13,0.00
64024,13,0.00
64158,13,0.00
64507,13,0.00
64870,13,0.00
66208,13,0.00
67147,13,0.00
68025,13,0.00
68046,13,0.00
68137,13,0.00
70148,13,0.00
70726,13,0.00
71201,13,0.00
72076,13,0.00
72364,13,0.00
72450,13,0.00
72713,13,0.00
73104,13,0.00
73132,13,0.00
74953,13,0.00
75137,13,0.00
75202,13,0.00
75604,13,0.00
76182,13,0.00
76227,13,0.00
77071,13,0.00
77090,13,0.00
78734,13,0.00
80018,13,0.00
80121,13,0.00
80214,13,0.00
80249,13,0.00
80424,13,0.00
80907,13,0.00
81007,13,0.00
81521,13,0.00
81621,13,0.00
84054,13,0.00
84075,13,0.00
85003,13,0.00
85033,13,0.00
85365,13,0.00
85730,13,0.00
85755,13,0.00
86314,13,0.00
87121,13,0.00
89451,13,0.00
90240,13,0.00
90242,13,0.00
90280,13,0.00
90303,13,0.00
92320,13,0.00
92405,13,0.00
92655,13,0.00
92834,13,0.00
92845,13,0.00
93001,13,0.00
93215,13,0.00
93705,13,0.00
94939,13,0.00
95139,13,0.00
95602,13,0.00
95842,13,0.00
95901,13,0.00
96825,13,0.00
97030,13,0.00
29710,13,0.00
30215,13,0.00
30294,13,0.00
30337,13,0.00
31093,13,0.00
32011,13,0.00
32413,13,0.00
32506,13,0.00
32534,13,0.00
32779,13,0.00
32920,13,0.00
33023,13,0.00
33069,13,0.00
33158,13,0.00
33309,13,0.00
33317,13,0.00
33405,13,0.00
33408,13,0.00
33462,13,0.00
33563,13,0.00
33570,13,0.00
33708,13,0.00
33909,13,0.00
34207,13,0.00
34481,13,0.00
35803,13,0.00
35901,13,0.00
36124,13,0.00
36207,13,0.00
36575,13,0.00
37415,13,0.00
38122,13,0.00
38133,13,0.00
38242,13,0.00
39507,13,0.00
42503,13,0.00
44281,13,0.00
44406,13,0.00
45013,13,0.00
45229,13,0.00
45430,13,0.00
46062,13,0.00
46075,13,0.00
48198,13,0.00
48316,13,0.00
48323,13,0.00
48360,13,0.00
48390,13,0.00
48503,13,0.00
49104,13,0.00
49127,13,0.00
49331,13,0.00
50315,13,0.00
50501,13,0.00
52405,13,0.00
53913,13,0.00
54467,13,0.00
55025,13,0.00
55033,13,0.00
55605,13,0.00
57103,13,0.00
59404,13,0.00
59714,13,0.00
60139,13,0.00
60175,13,0.00
60503,13,0.00
60542,13,0.00
60655,13,0.00
61008,13,0.00
63033,13,0.00
01028,13,0.00
01902,13,0.00
02113,13,0.00
02703,13,0.00
02863,13,0.00
03257,13,0.00
03825,13,0.00
04096,13,0.00
06812,13,0.00
07011,13,0.00
07014,13,0.00
07044,13,0.00
07202,13,0.00
07512,13,0.00
07660,13,0.00
08005,13,0.00
08757,13,0.00
08835,13,0.00
10452,13,0.00
10453,13,0.00
10455,13,0.00
10456,13,0.00
10549,13,0.00
10552,13,0.00
10960,13,0.00
10962,13,0.00
10980,13,0.00
11422,13,0.00
11726,13,0.00
11751,13,0.00
12009,13,0.00
12540,13,0.00
12993,13,0.00
13215,13,0.00
14260,13,0.00
14478,13,0.00
14564,13,0.00
14619,13,0.00
15025,13,0.00
16127,13,0.00
17025,13,0.00
17042,13,0.00
19070,13,0.00
19611,13,0.00
19806,13,0.00
20124,13,0.00
20646,13,0.00
21133,13,0.00
21409,13,0.00
22172,13,0.00
23114,13,0.00
23703,13,0.00
23832,13,0.00
23860,13,0.00
24016,13,0.00
24054,13,0.00
25428,13,0.00
25526,13,0.00
25704,13,0.00
25801,13,0.00
27107,13,0.00
27244,13,0.00
27282,13,0.00
27896,13,0.00
27954,13,0.00
28083,13,0.00
28120,13,0.00
28307,13,0.00
28348,13,0.00
28390,13,0.00
28409,13,0.00
28715,13,0.00
28804,13,0.00
29036,13,0.00
98363,13,0.00
98248,12,0.00
98597,12,0.00
98642,12,0.00
98908,12,0.00
30157,12,0.00
30224,12,0.00
30316,12,0.00
30622,12,0.00
31204,12,0.00
31907,12,0.00
32507,12,0.00
32533,12,0.00
32536,12,0.00
32958,12,0.00
33033,12,0.00
33064,12,0.00
33190,12,0.00
33413,12,0.00
33483,12,0.00
33572,12,0.00
33602,12,0.00
33604,12,0.00
33709,12,0.00
33773,12,0.00
33812,12,0.00
33912,12,0.00
33936,12,0.00
33950,12,0.00
34135,12,0.00
34432,12,0.00
34602,12,0.00
34653,12,0.00
34654,12,0.00
34714,12,0.00
34769,12,0.00
34983,12,0.00
35235,12,0.00
37110,12,0.00
37206,12,0.00
37363,12,0.00
37620,12,0.00
37803,12,0.00
38104,12,0.00
39046,12,0.00
39216,12,0.00
39305,12,0.00
39440,12,0.00
40505,12,0.00
42003,12,0.00
42303,12,0.00
43050,12,0.00
43055,12,0.00
43302,12,0.00
44001,12,0.00
44053,12,0.00
44505,12,0.00
45208,12,0.00
45243,12,0.00
45414,12,0.00
46239,12,0.00
46385,12,0.00
46563,12,0.00
46580,12,0.00
46750,12,0.00
46808,12,0.00
47274,12,0.00
48045,12,0.00
48130,12,0.00
48195,12,0.00
48439,12,0.00
48446,12,0.00
48602,12,0.00
49417,12,0.00
50321,12,0.00
50702,12,0.00
52601,12,0.00
53089,12,0.00
53228,12,0.00
53402,12,0.00
55008,12,0.00
55303,12,0.00
55331,12,0.00
55410,12,0.00
55413,12,0.00
57501,12,0.00
57799,12,0.00
59716,12,0.00
59923,12,0.00
60013,12,0.00
60050,12,0.00
60430,12,0.00
60451,12,0.00
60467,12,0.00
60645,12,0.00
60706,12,0.00
61036,12,0.00
61606,12,0.00
61611,12,0.00
62234,12,0.00
62249,12,0.00
62305,12,0.00
62526,12,0.00
62959,12,0.00
63010,12,0.00
63366,12,0.00
64030,12,0.00
64063,12,0.00
64064,12,0.00
64086,12,0.00
64157,12,0.00
65270,12,0.00
67114,12,0.00
68847,12,0.00
70764,12,0.00
70791,12,0.00
71106,12,0.00
71602,12,0.00
72653,12,0.00
72956,12,0.00
73114,12,0.00
74063,12,0.00
75402,12,0.00
75707,12,0.00
75901,12,0.00
76002,12,0.00
76102,12,0.00
76120,12,0.00
76240,12,0.00
77047,12,0.00
77385,12,0.00
77539,12,0.00
77571,12,0.00
77590,12,0.00
77713,12,0.00
78224,12,0.00
78413,12,0.00
78418,12,0.00
78626,12,0.00
78634,12,0.00
78801,12,0.00
79410,12,0.00
79756,12,0.00
79904,12,0.00
80236,12,0.00
80547,12,0.00
80639,12,0.00
81008,12,0.00
82633,12,0.00
84067,12,0.00
84096,12,0.00
85017,12,0.00
85020,12,0.00
85035,12,0.00
85037,12,0.00
85053,12,0.00
85302,12,0.00
85303,12,0.00
89032,12,0.00
90062,12,0.00
90262,12,0.00
90806,12,0.00
92075,12,0.00
92586,12,0.00
93433,12,0.00
93514,12,0.00
93561,12,0.00
93631,12,0.00
95361,12,0.00
95367,12,0.00
95821,12,0.00
96706,12,0.00
96761,12,0.00
96848,12,0.00
01001,12,0.00
01432,12,0.00
01527,12,0.00
01570,12,0.00
01588,12,0.00
02072,12,0.00
02117,12,0.00
02563,12,0.00
02888,12,0.00
03245,12,0.00
05482,12,0.00
05641,12,0.00
06280,12,0.00
06482,12,0.00
06878,12,0.00
06896,12,0.00
07008,12,0.00
07013,12,0.00
07022,12,0.00
07111,12,0.00
07401,12,0.00
07457,12,0.00
07463,12,0.00
07626,12,0.00
07663,12,0.00
07866,12,0.00
08060,12,0.00
08085,12,0.00
08107,12,0.00
08110,12,0.00
08232,12,0.00
08312,12,0.00
10451,12,0.00
10457,12,0.00
10538,12,0.00
10589,12,0.00
10709,12,0.00
10710,12,0.00
10977,12,0.00
11412,12,0.00
11557,12,0.00
11934,12,0.00
13027,12,0.00
13421,12,0.00
14424,12,0.00
14625,12,0.00
15044,12,0.00
15229,12,0.00
15243,12,0.00
15632,12,0.00
16412,12,0.00
16415,12,0.00
16502,12,0.00
16505,12,0.00
17821,12,0.00
19061,12,0.00
20032,12,0.00
20678,12,0.00
20686,12,0.00
20774,12,0.00
21136,12,0.00
22309,12,0.00
22405,12,0.00
23111,12,0.00
23323,12,0.00
23430,12,0.00
23504,12,0.00
24202,12,0.00
24541,12,0.00
27320,12,0.00
27526,12,0.00
27710,12,0.00
27949,12,0.00
28712,12,0.00
29154,12,0.00
29409,12,0.00
29456,12,0.00
01118,11,0.00
01129,11,0.00
01913,11,0.00
01950,11,0.00
02035,11,0.00
02043,11,0.00
02359,11,0.00
02777,11,0.00
02817,11,0.00
03109,11,0.00
03251,11,0.00
03861,11,0.00
03874,11,0.00
04105,11,0.00
04605,11,0.00
04930,11,0.00
04938,11,0.00
05001,11,0.00
05478,11,0.00
06712,11,0.00
06855,11,0.00
07035,11,0.00
07069,11,0.00
07436,11,0.00
07627,11,0.00
07828,11,0.00
07927,11,0.00
07980,11,0.00
08203,11,0.00
08210,11,0.00
08406,11,0.00
08610,11,0.00
10119,11,0.00
10281,11,0.00
10468,11,0.00
10502,11,0.00
10566,11,0.00
10595,11,0.00
10607,11,0.00
10997,11,0.00
11713,11,0.00
11724,11,0.00
11968,11,0.00
12345,11,0.00
12553,11,0.00
12569,11,0.00
12594,11,0.00
12771,11,0.00
12953,11,0.00
15010,11,0.00
15017,11,0.00
15227,11,0.00
16148,11,0.00
16365,11,0.00
16507,11,0.00
18372,11,0.00
18840,11,0.00
19078,11,0.00
19966,11,0.00
20794,11,0.00
21090,11,0.00
21222,11,0.00
22213,11,0.00
23662,11,0.00
23805,11,0.00
24020,11,0.00
24141,11,0.00
24179,11,0.00
25419,11,0.00
27205,11,0.00
27278,11,0.00
27302,11,0.00
27610,11,0.00
27893,11,0.00
28012,11,0.00
28613,11,0.00
28677,11,0.00
29642,11,0.00
29662,11,0.00
29732,11,0.00
30046,11,0.00
30114,11,0.00
30228,11,0.00
30701,11,0.00
31803,11,0.00
32025,11,0.00
32033,11,0.00
32159,11,0.00
32177,11,0.00
32561,11,0.00
32611,11,0.00
32751,11,0.00
33404,11,0.00
33406,11,0.00
33407,11,0.00
33547,11,0.00
33711,11,0.00
33755,11,0.00
33759,11,0.00
33971,11,0.00
34114,11,0.00
34120,11,0.00
34484,11,0.00
34637,11,0.00
35213,11,0.00
36305,11,0.00
36502,11,0.00
36571,11,0.00
37087,11,0.00
37135,11,0.00
37240,11,0.00
38152,11,0.00
38555,11,0.00
38901,11,0.00
39120,11,0.00
39601,11,0.00
39705,11,0.00
41076,11,0.00
43213,11,0.00
43224,11,0.00
43456,11,0.00
44622,11,0.00
44646,11,0.00
46201,11,0.00
46234,11,0.00
46278,11,0.00
46375,11,0.00
47876,11,0.00
48035,11,0.00
48125,11,0.00
48161,11,0.00
48230,11,0.00
48236,11,0.00
48348,11,0.00
48859,11,0.00
48879,11,0.00
49315,11,0.00
49548,11,0.00
50009,11,0.00
50701,11,0.00
53022,11,0.00
53154,11,0.00
53189,11,0.00
53220,11,0.00
54169,11,0.00
55016,11,0.00
55306,11,0.00
55362,11,0.00
55429,11,0.00
55744,11,0.00
55805,11,0.00
56377,11,0.00
57104,11,0.00
58504,11,0.00
60051,11,0.00
60171,11,0.00
60560,11,0.00
60646,11,0.00
62301,11,0.00
62650,11,0.00
62948,11,0.00
98019,11,0.00
98110,11,0.00
98604,11,0.00
98664,11,0.00
99204,11,0.00
99504,11,0.00
63102,11,0.00
63122,11,0.00
63367,11,0.00
63640,11,0.00
64015,11,0.00
65809,11,0.00
66048,11,0.00
67530,11,0.00
68467,11,0.00
70438,11,0.00
70448,11,0.00
70526,11,0.00
71129,11,0.00
71753,11,0.00
72501,11,0.00
73020,11,0.00
73064,11,0.00
73118,11,0.00
74066,11,0.00
74078,11,0.00
75043,11,0.00
75051,11,0.00
75228,11,0.00
75238,11,0.00
76001,11,0.00
76711,11,0.00
77018,11,0.00
77061,11,0.00
77489,11,0.00
78220,11,0.00
78231,11,0.00
78410,11,0.00
79045,11,0.00
79336,11,0.00
79830,11,0.00
80120,11,0.00
80235,11,0.00
80309,11,0.00
80905,11,0.00
83703,11,0.00
84037,11,0.00
84737,11,0.00
85024,11,0.00
85310,11,0.00
85323,11,0.00
85614,11,0.00
85749,11,0.00
87547,11,0.00
88005,11,0.00
89506,11,0.00
91125,11,0.00
92310,11,0.00
93704,11,0.00
93908,11,0.00
94019,11,0.00
94143,11,0.00
94585,11,0.00
95010,11,0.00
95354,11,0.00
95358,11,0.00
95363,11,0.00
95366,11,0.00
95816,11,0.00
95993,11,0.00
96001,11,0.00
96786,11,0.00
96797,11,0.00
63379,10,0.00
64083,10,0.00
64133,10,0.00
65714,10,0.00
66442,10,0.00
66618,10,0.00
67213,10,0.00
67217,10,0.00
68701,10,0.00
70510,10,0.00
70806,10,0.00
72761,10,0.00
73025,10,0.00
73501,10,0.00
73644,10,0.00
73801,10,0.00
74129,10,0.00
75065,10,0.00
75092,10,0.00
75116,10,0.00
75217,10,0.00
76005,10,0.00
76019,10,0.00
76311,10,0.00
76522,10,0.00
77012,10,0.00
77035,10,0.00
77051,10,0.00
77073,10,0.00
77642,10,0.00
77808,10,0.00
78043,10,0.00
78108,10,0.00
78415,10,0.00
78503,10,0.00
78577,10,0.00
78599,10,0.00
79412,10,0.00
79935,10,0.00
80010,10,0.00
80030,10,0.00
80045,10,0.00
80138,10,0.00
80487,10,0.00
80908,10,0.00
81303,10,0.00
82071,10,0.00
83340,10,0.00
84045,10,0.00
84084,10,0.00
84780,10,0.00
85142,10,0.00
85207,10,0.00
85388,10,0.00
86406,10,0.00
86442,10,0.00
87031,10,0.00
87105,10,0.00
89048,10,0.00
89106,10,0.00
89507,10,0.00
89701,10,0.00
90254,10,0.00
90755,10,0.00
90810,10,0.00
92313,10,0.00
92625,10,0.00
93618,10,0.00
95002,10,0.00
95202,10,0.00
95205,10,0.00
95304,10,0.00
95531,10,0.00
95540,10,0.00
95620,10,0.00
95682,10,0.00
96782,10,0.00
97116,10,0.00
97527,10,0.00
29687,10,0.00
29745,10,0.00
30132,10,0.00
30474,10,0.00
30504,10,0.00
31216,10,0.00
31415,10,0.00
32404,10,0.00
32539,10,0.00
32569,10,0.00
32725,10,0.00
32952,10,0.00
33016,10,0.00
33050,10,0.00
33189,10,0.00
33756,10,0.00
33830,10,0.00
34102,10,0.00
34221,10,0.00
34479,10,0.00
34945,10,0.00
35661,10,0.00
35756,10,0.00
35968,10,0.00
37091,10,0.00
37160,10,0.00
37379,10,0.00
37412,10,0.00
37738,10,0.00
37772,10,0.00
38505,10,0.00
38637,10,0.00
39042,10,0.00
39571,10,0.00
39576,10,0.00
40213,10,0.00
40242,10,0.00
40391,10,0.00
41101,10,0.00
42141,10,0.00
42754,10,0.00
43616,10,0.00
43952,10,0.00
44067,10,0.00
44111,10,0.00
44116,10,0.00
44223,10,0.00
44241,10,0.00
44306,10,0.00
44708,10,0.00
45036,10,0.00
45103,10,0.00
45213,10,0.00
45231,10,0.00
45237,10,0.00
45356,10,0.00
45434,10,0.00
46140,10,0.00
46203,10,0.00
46221,10,0.00
46613,10,0.00
46706,10,0.00
47421,10,0.00
47725,10,0.00
48042,10,0.00
48066,10,0.00
48239,10,0.00
48301,10,0.00
48329,10,0.00
48340,10,0.00
48430,10,0.00
48843,10,0.00
49022,10,0.00
49649,10,0.00
49696,10,0.00
49781,10,0.00
50316,10,0.00
50317,10,0.00
51250,10,0.00
51331,10,0.00
52101,10,0.00
52340,10,0.00
53029,10,0.00
53073,10,0.00
53083,10,0.00
53097,10,0.00
53150,10,0.00
53223,10,0.00
54501,10,0.00
55014,10,0.00
55076,10,0.00
56308,10,0.00
56387,10,0.00
57110,10,0.00
60093,10,0.00
60156,10,0.00
60172,10,0.00
60457,10,0.00
60513,10,0.00
60803,10,0.00
60901,10,0.00
61103,10,0.00
62002,10,0.00
62401,10,0.00
01240,10,0.00
01257,10,0.00
01863,10,0.00
02019,10,0.00
02052,10,0.00
02632,10,0.00
02668,10,0.00
02723,10,0.00
03053,10,0.00
03055,10,0.00
03909,10,0.00
04358,10,0.00
04412,10,0.00
04750,10,0.00
05075,10,0.00
06118,10,0.00
06513,10,0.00
06524,10,0.00
06820,10,0.00
07001,10,0.00
07046,10,0.00
07423,10,0.00
07461,10,0.00
07481,10,0.00
07503,10,0.00
07604,10,0.00
07677,10,0.00
07945,10,0.00
08007,10,0.00
08035,10,0.00
08242,10,0.00
08701,10,0.00
10454,10,0.00
10504,10,0.00
10510,10,0.00
10550,10,0.00
10567,10,0.00
10965,10,0.00
11239,10,0.00
11420,10,0.00
11428,10,0.00
11782,10,0.00
11786,10,0.00
11792,10,0.00
12061,10,0.00
12078,10,0.00
12518,10,0.00
13039,10,0.00
13057,10,0.00
13357,10,0.00
13603,10,0.00
14059,10,0.00
14219,10,0.00
14621,10,0.00
14760,10,0.00
15129,10,0.00
